x,y,t,v,angle,traj
184.156,17.5751,6.9,40.99,53,9
186.864,14.4491,7,41.7314,53,9
189.572,11.225,7.1,42.4825,53,9
192.28,7.90285,7.2,43.2429,53,9
194.988,4.48255,7.3,44.012,53,9
197.696,0.964161,7.4,44.7893,53,9
198.439,0,7.5,45.5745,53,9
0,0,0,45,54,10
0,0,0.1,45,54,10
2.64504,3.59152,0.2,44.2101,54,10
5.29007,7.08495,0.3,43.428,54,10
7.93511,10.4803,0.4,42.6542,54,10
10.5801,13.7775,0.5,41.889,54,10
13.2252,16.9766,0.6,41.1329,54,10
15.8702,20.0776,0.7,40.3866,54,10
18.5153,23.0806,0.8,39.6505,54,10
21.1603,25.9854,0.9,38.9251,54,10
23.8053,28.7921,1,38.2112,54,10
26.4504,31.5007,1.1,37.5094,54,10
29.0954,34.1113,1.2,36.8203,54,10
31.7404,36.6237,1.3,36.1448,54,10
34.3855,39.038,1.4,35.4834,54,10
37.0305,41.3542,1.5,34.8372,54,10
39.6755,43.5724,1.6,34.2069,54,10
42.3206,45.6924,1.7,33.5934,54,10
44.9656,47.7143,1.8,32.9977,54,10
47.6107,49.6381,1.9,32.4207,54,10
50.2557,51.4639,2,31.8634,54,10
52.9007,53.1915,2.1,31.327,54,10
55.5458,54.821,2.2,30.8125,54,10
58.1908,56.3524,2.3,30.321,54,10
60.8358,57.7858,2.4,29.8537,54,10
63.4809,59.121,2.5,29.4117,54,10
66.1259,60.3581,2.6,28.9961,54,10
68.7709,61.4971,2.7,28.6081,54,10
71.416,62.5381,2.8,28.249,54,10
74.061,63.4809,2.9,27.9196,54,10
76.7061,64.3256,3,27.6212,54,10
79.3511,65.0722,3.1,27.3548,54,10
81.9961,65.7208,3.2,27.1212,54,10
84.6412,66.2712,3.3,26.9214,54,10
87.2862,66.7235,3.4,26.756,54,10
89.9312,67.0777,3.5,26.6258,54,10
92.5763,67.3339,3.6,26.5313,54,10
95.2213,67.4919,3.7,26.4728,54,10
97.8664,67.5518,3.8,26.4506,54,10
100.511,67.5136,3.9,26.4647,54,10
103.156,67.3774,4,26.5152,54,10
105.801,67.143,4.1,26.6018,54,10
108.446,66.8105,4.2,26.7241,54,10
111.092,66.3799,4.3,26.8817,54,10
113.737,65.8512,4.4,27.0739,54,10
116.382,65.2245,4.5,27.3001,54,10
119.027,64.4996,4.6,27.5594,54,10
121.672,63.6766,4.7,27.8508,54,10
124.317,62.7555,4.8,28.1733,54,10
126.962,61.7364,4.9,28.526,54,10
129.607,60.6191,5,28.9077,54,10
132.252,59.4037,5.1,29.3172,54,10
134.897,58.0902,5.2,29.7535,54,10
137.542,56.6787,5.3,30.2153,54,10
140.187,55.169,5.4,30.7015,54,10
142.832,53.5612,5.5,31.211,54,10
145.477,51.8553,5.6,31.7427,54,10
148.122,50.0514,5.7,32.2954,54,10
150.767,48.1493,5.8,32.8681,54,10
153.412,46.1491,5.9,33.4597,54,10
156.057,44.0508,6,34.0694,54,10
158.702,41.8545,6.1,34.696,54,10
161.347,39.56,6.2,35.3388,54,10
163.992,37.1674,6.3,35.9969,54,10
166.637,34.6767,6.4,36.6694,54,10
169.282,32.088,6.5,37.3555,54,10
171.927,29.4011,6.6,38.0546,54,10
174.572,26.6161,6.7,38.7659,54,10
177.217,23.733,6.8,39.4887,54,10
179.862,20.7519,6.9,40.2225,54,10
182.508,17.6726,7,40.9666,54,10
185.153,14.4952,7.1,41.7205,54,10
187.798,11.2197,7.2,42.4837,54,10
190.443,7.84615,7.3,43.2557,54,10
193.088,4.37448,7.4,44.036,54,10
195.733,0.804703,7.5,44.8242,54,10
196.329,0,7.6,45.6199,54,10
0,0,0,45,55,11
0,0,0.1,45,55,11
2.5811,3.63713,0.2,44.2,55,11
5.16219,7.17616,0.3,43.4074,55,11
7.74329,10.6171,0.4,42.6227,55,11
10.3244,13.9599,0.5,41.8462,55,11
12.9055,17.2047,0.6,41.0785,55,11
15.4866,20.3513,0.7,40.3201,55,11
18.0677,23.3998,0.8,39.5714,55,11
20.6488,26.3503,0.9,38.8331,55,11
23.2299,29.2026,1,38.1057,55,11
25.811,31.9568,1.1,37.3899,55,11
28.3921,34.613,1.2,36.6864,55,11
30.9732,37.171,1.3,35.9959,55,11
33.5543,39.6309,1.4,35.3191,55,11
36.1354,41.9927,1.5,34.6569,55,11
38.7165,44.2565,1.6,34.0101,55,11
41.2976,46.4221,1.7,33.3796,55,11
43.8786,48.4896,1.8,32.7663,55,11
46.4597,50.4591,1.9,32.1713,55,11
49.0408,52.3304,2,31.5955,55,11
51.6219,54.1036,2.1,31.0401,55,11
54.203,55.7788,2.2,30.5061,55,11
56.7841,57.3558,2.3,29.9947,55,11
59.3652,58.8347,2.4,29.507,55,11
61.9463,60.2156,2.5,29.0443,55,11
64.5274,61.4983,2.6,28.6077,55,11
67.1085,62.6829,2.7,28.1986,55,11
69.6896,63.7695,2.8,27.818,55,11
72.2707,64.7579,2.9,27.4673,55,11
74.8518,65.6482,3,27.1474,55,11
77.4329,66.4405,3.1,26.8596,55,11
80.014,67.1346,3.2,26.6049,55,11
82.5951,67.7306,3.3,26.3842,55,11
85.1762,68.2286,3.4,26.1984,55,11
87.7573,68.6284,3.5,26.0482,55,11
90.3384,68.9301,3.6,25.9344,55,11
92.9195,69.1338,3.7,25.8572,55,11
95.5006,69.2393,3.8,25.8171,55,11
98.0817,69.2467,3.9,25.8143,55,11
100.663,69.1561,4,25.8488,55,11
103.244,68.9673,4.1,25.9203,55,11
105.825,68.6804,4.2,26.0286,55,11
108.406,68.2954,4.3,26.1733,55,11
110.987,67.8124,4.4,26.3538,55,11
113.568,67.2312,4.5,26.5692,55,11
116.149,66.5519,4.6,26.8189,55,11
118.73,65.7746,4.7,27.1017,55,11
121.312,64.8991,4.8,27.4168,55,11
123.893,63.9255,4.9,27.7629,55,11
126.474,62.8539,5,28.1391,55,11
129.055,61.6841,5.1,28.544,55,11
131.636,60.4162,5.2,28.9764,55,11
134.217,59.0503,5.3,29.4352,55,11
136.798,57.5862,5.4,29.9192,55,11
139.379,56.024,5.5,30.4271,55,11
141.96,54.3638,5.6,30.9578,55,11
144.541,52.6054,5.7,31.51,55,11
147.123,50.7489,5.8,32.0828,55,11
149.704,48.7944,5.9,32.675,55,11
152.285,46.7417,6,33.2856,55,11
154.866,44.5909,6.1,33.9135,55,11
157.447,42.3421,6.2,34.5579,55,11
160.028,39.9951,6.3,35.2178,55,11
162.609,37.55,6.4,35.8925,55,11
165.19,35.0069,6.5,36.5809,55,11
167.771,32.3656,6.6,37.2825,55,11
170.352,29.6262,6.7,37.9965,55,11
172.933,26.7888,6.8,38.7221,55,11
175.515,23.8532,6.9,39.4588,55,11
178.096,20.8195,7,40.206,55,11
180.677,17.6877,7.1,40.963,55,11
183.258,14.4579,7.2,41.7293,55,11
185.839,11.1299,7.3,42.5045,55,11
188.42,7.70384,7.4,43.288,55,11
191.001,4.17968,7.5,44.0794,55,11
193.582,0.557408,7.6,44.8783,55,11
193.979,0,7.7,45.6843,55,11
0,0,0,45,56,12
0,0,0.1,45,56,12
2.51637,3.68162,0.2,44.1901,56,12
5.03274,7.26513,0.3,43.3873,56,12
7.54911,10.7506,0.4,42.5919,56,12
10.0655,14.1379,0.5,41.8045,56,12
12.5819,17.4271,0.6,41.0254,56,12
15.0982,20.6182,0.7,40.2551,56,12
17.6146,23.7112,0.8,39.4941,56,12
20.131,26.7061,0.9,38.7431,56,12
22.6473,29.603,1,38.0025,56,12
25.1637,32.4017,1.1,37.273,56,12
27.6801,35.1023,1.2,36.5553,56,12
30.1965,37.7048,1.3,35.8501,56,12
32.7128,40.2092,1.4,35.1581,56,12
35.2292,42.6155,1.5,34.4802,56,12
37.7456,44.9238,1.6,33.8171,56,12
40.2619,47.1339,1.7,33.1698,56,12
42.7783,49.2459,1.8,32.5391,56,12
45.2947,51.2598,1.9,31.9262,56,12
47.8111,53.1756,2,31.332,56,12
50.3274,54.9933,2.1,30.7576,56,12
52.8438,56.713,2.2,30.2042,56,12
55.3602,58.3345,2.3,29.6728,56,12
57.8765,59.8579,2.4,29.1648,56,12
60.3929,61.2832,2.5,28.6814,56,12
62.9093,62.6104,2.6,28.2238,56,12
65.4256,63.8395,2.7,27.7933,56,12
67.942,64.9706,2.8,27.3912,56,12
70.4584,66.0035,2.9,27.0187,56,12
72.9748,66.9383,3,26.6772,56,12
75.4911,67.775,3.1,26.3677,56,12
78.0075,68.5136,3.2,26.0914,56,12
80.5239,69.1541,3.3,25.8495,56,12
83.0402,69.6966,3.4,25.6428,56,12
85.5566,70.1409,3.5,25.4723,56,12
88.073,70.4871,3.6,25.3386,56,12
90.5894,70.7352,3.7,25.2423,56,12
93.1057,70.8852,3.8,25.184,56,12
95.6221,70.9371,3.9,25.1637,56,12
98.1385,70.891,4,25.1817,56,12
100.655,70.7467,4.1,25.2379,56,12
103.171,70.5043,4.2,25.3319,56,12
105.688,70.1638,4.3,25.4634,56,12
108.204,69.7252,4.4,25.6318,56,12
110.72,69.1885,4.5,25.8364,56,12
113.237,68.5538,4.6,26.0763,56,12
115.753,67.8209,4.7,26.3506,56,12
118.269,66.9899,4.8,26.6582,56,12
120.786,66.0608,4.9,26.9979,56,12
123.302,65.0336,5,27.3686,56,12
125.819,63.9083,5.1,27.769,56,12
128.335,62.685,5.2,28.1979,56,12
130.851,61.3635,5.3,28.6539,56,12
133.368,59.9439,5.4,29.1359,56,12
135.884,58.4262,5.5,29.6425,56,12
138.4,56.8104,5.6,30.1725,56,12
140.917,55.0966,5.7,30.7247,56,12
143.433,53.2846,5.8,31.2979,56,12
145.95,51.3745,5.9,31.8909,56,12
148.466,49.3663,6,32.5028,56,12
150.982,47.26,6.1,33.1324,56,12
153.499,45.0556,6.2,33.7788,56,12
156.015,42.7532,6.3,34.441,56,12
158.531,40.3526,6.4,35.1181,56,12
161.048,37.8539,6.5,35.8093,56,12
163.564,35.2571,6.6,36.5138,56,12
166.08,32.5622,6.7,37.2308,56,12
168.597,29.7692,6.8,37.9596,56,12
171.113,26.8782,6.9,38.6995,56,12
173.63,23.889,7,39.4499,56,12
176.146,20.8017,7.1,40.2103,56,12
178.662,17.6163,7.2,40.9801,56,12
181.179,14.3328,7.3,41.7587,56,12
183.695,10.9512,7.4,42.5457,56,12
186.211,7.47156,7.5,43.3406,56,12
188.728,3.89377,7.6,44.143,56,12
191.244,0.217892,7.7,44.9525,56,12
191.393,0,7.8,45.7687,56,12
0,0,0,45,57,13
0,0,0.1,45,57,13
2.45088,3.72497,0.2,44.1805,57,13
4.90176,7.35183,0.3,43.3677,57,13
7.35264,10.8806,0.4,42.562,57,13
9.80352,14.3113,0.5,41.7638,57,13
12.2544,17.6438,0.6,40.9735,57,13
14.7053,20.8783,0.7,40.1916,57,13
17.1562,24.0147,0.8,39.4187,57,13
19.607,27.0529,0.9,38.6552,57,13
22.0579,29.9931,1,37.9017,57,13
24.5088,32.8352,1.1,37.1588,57,13
26.9597,35.5791,1.2,36.4272,57,13
29.4105,38.225,1.3,35.7075,57,13
31.8614,40.7728,1.4,35.0006,57,13
34.3123,43.2224,1.5,34.3071,57,13
36.7632,45.574,1.6,33.6279,57,13
39.2141,47.8274,1.7,32.964,57,13
41.6649,49.9828,1.8,32.3162,57,13
44.1158,52.0401,1.9,31.6855,57,13
46.5667,53.9992,2,31.0731,57,13
49.0176,55.8603,2.1,30.4798,57,13
51.4685,57.6233,2.2,29.907,57,13
53.9193,59.2881,2.3,29.3559,57,13
56.3702,60.8549,2.4,28.8275,57,13
58.8211,62.3236,2.5,28.3233,57,13
61.272,63.6941,2.6,27.8446,57,13
63.7228,64.9666,2.7,27.3926,57,13
66.1737,66.141,2.8,26.9688,57,13
68.6246,67.2172,2.9,26.5744,57,13
71.0755,68.1954,3,26.2108,57,13
73.5264,69.0755,3.1,25.8793,57,13
75.9772,69.8574,3.2,25.5812,57,13
78.4281,70.5413,3.3,25.3176,57,13
80.879,71.1271,3.4,25.0896,57,13
83.3299,71.6147,3.5,24.8982,57,13
85.7808,72.0043,3.6,24.7442,57,13
88.2316,72.2958,3.7,24.6284,57,13
90.6825,72.4891,3.8,24.5512,57,13
93.1334,72.5844,3.9,24.5131,57,13
95.5843,72.5816,4,24.5143,57,13
98.0352,72.4806,4.1,24.5546,57,13
100.486,72.2816,4.2,24.634,57,13
102.937,71.9845,4.3,24.7521,57,13
105.388,71.5892,4.4,24.9082,57,13
107.839,71.0959,4.5,25.1018,57,13
110.29,70.5044,4.6,25.3319,57,13
112.74,69.8149,4.7,25.5975,57,13
115.191,69.0273,4.8,25.8976,57,13
117.642,68.1415,4.9,26.231,57,13
120.093,67.1577,5,26.5963,57,13
122.544,66.0758,5.1,26.9925,57,13
124.995,64.8957,5.2,27.418,57,13
127.446,63.6176,5.3,27.8715,57,13
129.897,62.2414,5.4,28.3518,57,13
132.347,60.767,5.5,28.8574,57,13
134.798,59.1946,5.6,29.3871,57,13
137.249,57.5241,5.7,29.9396,57,13
139.7,55.7554,5.8,30.5136,57,13
142.151,53.8887,5.9,31.1079,57,13
144.602,51.9239,6,31.7215,57,13
147.053,49.8609,6.1,32.3532,57,13
149.504,47.6999,6.2,33.0019,57,13
151.954,45.4408,6.3,33.6668,57,13
154.405,43.0835,6.4,34.3468,57,13
156.856,40.6282,6.5,35.041,57,13
159.307,38.0748,6.6,35.7488,57,13
161.758,35.4232,6.7,36.4691,57,13
164.209,32.6736,6.8,37.2014,57,13
166.66,29.8259,6.9,37.9449,57,13
169.111,26.88,7,38.699,57,13
171.562,23.8361,7.1,39.4631,57,13
174.012,20.6941,7.2,40.2366,57,13
176.463,17.4539,7.3,41.0189,57,13
178.914,14.1157,7.4,41.8097,57,13
181.365,10.6793,7.5,42.6083,57,13
183.816,7.14491,7.6,43.4145,57,13
186.267,3.51238,7.7,44.2277,57,13
188.637,0,7.8,45.0476,57,13
0,0,0,45,58,14
0,0,0.1,45,58,14
2.38464,3.76716,0.2,44.1711,58,14
4.76928,7.43623,0.3,43.3486,58,14
7.15392,11.0072,0.4,42.5328,58,14
9.53856,14.4801,0.5,41.7241,58,14
11.9232,17.8548,0.6,40.923,58,14
14.3078,21.1315,0.7,40.1298,58,14
16.6925,24.3101,0.8,39.3451,58,14
19.0771,27.3905,0.9,38.5694,58,14
21.4618,30.3729,1,37.8032,58,14
23.8464,33.2571,1.1,37.0472,58,14
26.231,36.0433,1.2,36.3019,58,14
28.6157,38.7314,1.3,35.5681,58,14
31.0003,41.3213,1.4,34.8465,58,14
33.385,43.8132,1.5,34.1377,58,14
35.7696,46.207,1.6,33.4428,58,14
38.1542,48.5026,1.7,32.7625,58,14
40.5389,50.7002,1.8,32.0977,58,14
42.9235,52.7997,1.9,31.4495,58,14
45.3082,54.801,2,30.8189,58,14
47.6928,56.7043,2.1,30.207,58,14
50.0774,58.5095,2.2,29.6149,58,14
52.4621,60.2165,2.3,29.044,58,14
54.8467,61.8255,2.4,28.4953,58,14
57.2314,63.3363,2.5,27.9704,58,14
59.616,64.7491,2.6,27.4704,58,14
62.0006,66.0638,2.7,26.9968,58,14
64.3853,67.2803,2.8,26.5511,58,14
66.7699,68.3988,2.9,26.1346,58,14
69.1546,69.4192,3,25.7487,58,14
71.5392,70.3414,3.1,25.3949,58,14
73.9238,71.1656,3.2,25.0745,58,14
76.3085,71.8917,3.3,24.7888,58,14
78.6931,72.5196,3.4,24.539,58,14
81.0778,73.0495,3.5,24.3263,58,14
83.4624,73.4813,3.6,24.1516,58,14
85.847,73.8149,3.7,24.0156,58,14
88.2317,74.0505,3.8,23.9192,58,14
90.6163,74.1879,3.9,23.8628,58,14
93.001,74.2273,4,23.8466,58,14
95.3856,74.1686,4.1,23.8707,58,14
97.7702,74.0117,4.2,23.9351,58,14
100.155,73.7568,4.3,24.0394,58,14
102.54,73.4038,4.4,24.183,58,14
104.924,72.9526,4.5,24.3653,58,14
107.309,72.4034,4.6,24.5855,58,14
109.693,71.7561,4.7,24.8424,58,14
112.078,71.0106,4.8,25.1351,58,14
114.463,70.1671,4.9,25.4622,58,14
116.847,69.2255,5,25.8224,58,14
119.232,68.1857,5.1,26.2144,58,14
121.617,67.0479,5.2,26.6368,58,14
124.001,65.8119,5.3,27.0882,58,14
126.386,64.4779,5.4,27.5671,58,14
128.771,63.0458,5.5,28.0721,58,14
131.155,61.5155,5.6,28.6018,58,14
133.54,59.8872,5.7,29.155,58,14
135.924,58.1608,5.8,29.7302,58,14
138.309,56.3362,5.9,30.3263,58,14
140.694,54.4136,6,30.942,58,14
143.078,52.3929,6.1,31.5761,58,14
145.463,50.274,6.2,32.2277,58,14
147.848,48.0571,6.3,32.8956,58,14
150.232,45.7421,6.4,33.5789,58,14
152.617,43.3289,6.5,34.2766,58,14
155.002,40.8177,6.6,34.988,58,14
157.386,38.2083,6.7,35.7121,58,14
159.771,35.5009,6.8,36.4482,58,14
162.156,32.6954,6.9,37.1957,58,14
164.54,29.7917,7,37.9537,58,14
166.925,26.79,7.1,38.7218,58,14
169.309,23.6902,7.2,39.4994,58,14
171.694,20.4922,7.3,40.2858,58,14
174.079,17.1962,7.4,41.0805,58,14
176.463,13.8021,7.5,41.8832,58,14
178.848,10.3098,7.6,42.6933,58,14
181.233,6.71949,7.7,43.5105,58,14
183.617,3.03106,7.8,44.3343,58,14
185.577,0,7.9,45.1644,58,14
0,0,0,45,59,15
0,0,0.1,45,59,15
2.31767,3.8082,0.2,44.162,59,15
4.63535,7.5183,0.3,43.33,59,15
6.95302,11.1303,0.4,42.5044,59,15
9.2707,14.6442,0.5,41.6855,59,15
11.5884,18.06,0.6,40.8737,59,15
13.906,21.3777,0.7,40.0696,59,15
16.2237,24.5973,0.8,39.2734,59,15
18.5414,27.7188,0.9,38.4858,59,15
20.8591,30.7422,1,37.7073,59,15
23.1767,33.6675,1.1,36.9384,59,15
25.4944,36.4947,1.2,36.1797,59,15
27.8121,39.2238,1.3,35.432,59,15
30.1298,41.8548,1.4,34.6959,59,15
32.4474,44.3877,1.5,33.9722,59,15
34.7651,46.8225,1.6,33.2617,59,15
37.0828,49.1592,1.7,32.5653,59,15
39.4005,51.3978,1.8,31.8838,59,15
41.7181,53.5383,1.9,31.2182,59,15
44.0358,55.5807,2,30.5697,59,15
46.3535,57.525,2.1,29.9393,59,15
48.6712,59.3712,2.2,29.3281,59,15
50.9888,61.1193,2.3,28.7374,59,15
53.3065,62.7693,2.4,28.1685,59,15
55.6242,64.3212,2.5,27.6228,59,15
57.9419,65.775,2.6,27.1016,59,15
60.2595,67.1307,2.7,26.6063,59,15
62.5772,68.3883,2.8,26.1385,59,15
64.8949,69.5478,2.9,25.6996,59,15
67.2126,70.6092,3,25.2912,59,15
69.5302,71.5725,3.1,24.9148,59,15
71.8479,72.4377,3.2,24.5718,59,15
74.1656,73.2048,3.3,24.2636,59,15
76.4833,73.8738,3.4,23.9916,59,15
78.8009,74.4447,3.5,23.757,59,15
81.1186,74.9175,3.6,23.5609,59,15
83.4363,75.2922,3.7,23.4044,59,15
85.754,75.5688,3.8,23.2882,59,15
88.0716,75.7473,3.9,23.2129,59,15
90.3893,75.8277,4,23.1789,59,15
92.707,75.81,4.1,23.1864,59,15
95.0247,75.6942,4.2,23.2353,59,15
97.3423,75.4803,4.3,23.3254,59,15
99.66,75.1683,4.4,23.4563,59,15
101.978,74.7582,4.5,23.6272,59,15
104.295,74.25,4.6,23.8372,59,15
106.613,73.6437,4.7,24.0855,59,15
108.931,72.9393,4.8,24.3707,59,15
111.248,72.1368,4.9,24.6916,59,15
113.566,71.2362,5,25.0469,59,15
115.884,70.2375,5.1,25.435,59,15
118.201,69.1407,5.2,25.8546,59,15
120.519,67.9458,5.3,26.304,59,15
122.837,66.6528,5.4,26.7819,59,15
125.154,65.2617,5.5,27.2867,59,15
127.472,63.7725,5.6,27.8169,59,15
129.79,62.1852,5.7,28.3712,59,15
132.107,60.4998,5.8,28.9481,59,15
134.425,58.7163,5.9,29.5463,59,15
136.743,56.8347,6,30.1646,59,15
139.06,54.8551,6.1,30.8017,59,15
141.378,52.7773,6.2,31.4565,59,15
143.696,50.6014,6.3,32.1279,59,15
146.014,48.3274,6.4,32.8149,59,15
148.331,45.9553,6.5,33.5165,59,15
150.649,43.4851,6.6,34.2319,59,15
152.967,40.9168,6.7,34.9602,59,15
155.284,38.2504,6.8,35.7005,59,15
157.602,35.4859,6.9,36.4523,59,15
159.92,32.6233,7,37.2147,59,15
162.237,29.6626,7.1,37.9871,59,15
164.555,26.6038,7.2,38.769,59,15
166.873,23.4469,7.3,39.5597,59,15
169.19,20.1919,7.4,40.3588,59,15
171.508,16.8388,7.5,41.1658,59,15
173.826,13.3876,7.6,41.9802,59,15
176.143,9.83826,7.7,42.8016,59,15
178.461,6.19086,7.8,43.6295,59,15
180.779,2.44537,7.9,44.4637,59,15
182.292,0,8,45.3038,59,15
0,0,0,45,60,16
0,0,0.1,45,60,16
2.25,3.84806,0.2,44.1532,60,16
4.50001,7.59802,0.3,43.312,60,16
6.75001,11.2499,0.4,42.4768,60,16
9.00001,14.8036,0.5,41.648,60,16
11.25,18.2593,0.6,40.8259,60,16
13.5,21.6169,0.7,40.011,60,16
15.75,24.8763,0.8,39.2037,60,16
18,28.0377,0.9,38.4044,60,16
20.25,31.101,1,37.6138,60,16
22.5,34.0661,1.1,36.8324,60,16
24.75,36.9332,1.2,36.0607,60,16
27,39.7021,1.3,35.2993,60,16
29.25,42.373,1.4,34.5491,60,16
31.5,44.9458,1.5,33.8107,60,16
33.7501,47.4204,1.6,33.0849,60,16
36.0001,49.797,1.7,32.3726,60,16
38.2501,52.0755,1.8,31.6746,60,16
40.5001,54.2558,1.9,30.9919,60,16
42.7501,56.3381,2,30.3257,60,16
45.0001,58.3222,2.1,29.6769,60,16
47.2501,60.2083,2.2,29.0467,60,16
49.5001,61.9963,2.3,28.4365,60,16
51.7501,63.6861,2.4,27.8474,60,16
54.0001,65.2779,2.5,27.2809,60,16
56.2501,66.7716,2.6,26.7384,60,16
58.5001,68.1671,2.7,26.2214,60,16
60.7501,69.4646,2.8,25.7314,60,16
63.0001,70.6639,2.9,25.27,60,16
65.2501,71.7652,3,24.8388,60,16
67.5001,72.7684,3.1,24.4394,60,16
69.7501,73.6734,3.2,24.0734,60,16
72.0001,74.4804,3.3,23.7423,60,16
74.2501,75.1893,3.4,23.4475,60,16
76.5001,75.8,3.5,23.1906,60,16
78.7501,76.3127,3.6,22.9727,60,16
81.0001,76.7272,3.7,22.795,60,16
83.2501,77.0437,3.8,22.6584,60,16
85.5001,77.2621,3.9,22.5636,60,16
87.7501,77.3823,4,22.5113,60,16
90.0001,77.4045,4.1,22.5016,60,16
92.2501,77.3286,4.2,22.5347,60,16
94.5001,77.1545,4.3,22.6104,60,16
96.7501,76.8824,4.4,22.7281,60,16
99.0002,76.5121,4.5,22.8874,60,16
101.25,76.0438,4.6,23.0872,60,16
103.5,75.4774,4.7,23.3267,60,16
105.75,74.8128,4.8,23.6045,60,16
108,74.0502,4.9,23.9193,60,16
110.25,73.1895,5,24.2698,60,16
112.5,72.2306,5.1,24.6543,60,16
114.75,71.1737,5.2,25.0713,60,16
117,70.0186,5.3,25.5193,60,16
119.25,68.7655,5.4,25.9966,60,16
121.5,67.4143,5.5,26.5015,60,16
123.75,65.9649,5.6,27.0327,60,16
126,64.4175,5.7,27.5886,60,16
128.25,62.772,5.8,28.1676,60,16
130.5,61.0283,5.9,28.7685,60,16
132.75,59.1866,6,29.3898,60,16
135,57.2467,6.1,30.0303,60,16
137.25,55.2088,6.2,30.6888,60,16
139.5,53.0728,6.3,31.3642,60,16
141.75,50.8386,6.4,32.0554,60,16
144,48.5064,6.5,32.7613,60,16
146.25,46.0761,6.6,33.4812,60,16
148.5,43.5476,6.7,34.214,60,16
150.75,40.9211,6.8,34.959,60,16
153,38.1964,6.9,35.7153,60,16
155.25,35.3737,7,36.4824,60,16
157.5,32.4529,7.1,37.2596,60,16
159.75,29.4339,7.2,38.0461,60,16
162,26.3169,7.3,38.8415,60,16
164.25,23.1017,7.4,39.6452,60,16
166.5,19.7885,7.5,40.4568,60,16
168.75,16.3772,7.6,41.2757,60,16
171,12.8677,7.7,42.1015,60,16
173.25,9.2602,7.8,42.9338,60,16
175.5,5.55456,7.9,43.7724,60,16
177.75,1.75082,8,44.6167,60,16
178.786,0,8.1,45.4665,60,16
